,article_id,authorId,name,url,Publicationcount,Rank
583,10.1145/160688.160708,15698869,Rex A. Flynn,https://www.semanticscholar.org/author/15698869,6,2
584,10.1145/160688.160710,1699394,Efthimis N. Efthimiadis,https://www.semanticscholar.org/author/1699394,82,1
585,10.1145/160688.160713,2863534,Yonggang Qiu,https://www.semanticscholar.org/author/2863534,7,1
586,10.1145/160688.160713,20839449,Hans-Peter Frei,https://www.semanticscholar.org/author/20839449,35,2
587,10.1145/160688.160715,1746656,Ellen M. Voorhees,https://www.semanticscholar.org/author/1746656,200,1
588,10.1145/160688.160717,32326549,Julian Kupiec,https://www.semanticscholar.org/author/32326549,21,1
589,10.1145/160688.160718,1872595,Robert Krovetz,https://www.semanticscholar.org/author/1872595,38,1
590,10.1145/160688.160720,144082142,Michael Fuller,https://www.semanticscholar.org/author/144082142,154,1
591,10.1145/160688.160720,144844267,Eric Mackie,https://www.semanticscholar.org/author/144844267,6,2
592,10.1145/160688.160720,1397643401,Ron Sacks-Davis,https://www.semanticscholar.org/author/1397643401,81,3
593,10.1145/160688.160720,51080662,Ross Wilkinson,https://www.semanticscholar.org/author/51080662,22,4
594,10.1145/160688.160722,1853403,Pekka Kilpeläinen,https://www.semanticscholar.org/author/1853403,68,1
595,10.1145/160688.160722,1712654,Heikki Mannila,https://www.semanticscholar.org/author/1712654,333,2
596,10.1145/160688.160724,49647768,David J. A. Evans,https://www.semanticscholar.org/author/49647768,40,1
597,10.1145/160688.160726,49828865,Yasushi Ogawa,https://www.semanticscholar.org/author/49828865,37,1
598,10.1145/160688.160726,10815012,Ayako Bessho,https://www.semanticscholar.org/author/10815012,2,2
599,10.1145/160688.160726,2325959,Masako Hirose,https://www.semanticscholar.org/author/2325959,6,3
600,10.1145/160688.160728,152826169,Hideo Fujii,https://www.semanticscholar.org/author/152826169,86,1
601,10.1145/160688.160728,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,2
602,10.1145/160688.160730,1705950,Edward A. Fox,https://www.semanticscholar.org/author/1705950,635,1
603,10.1145/160688.160730,33713027,Robert K. France,https://www.semanticscholar.org/author/33713027,17,2
604,10.1145/160688.160730,1940173,Eskinder Sahle,https://www.semanticscholar.org/author/1940173,2,3
605,10.1145/160688.160730,34805737,Amjad M. Daoud,https://www.semanticscholar.org/author/34805737,22,4
606,10.1145/160688.160730,2719857,Ben E. Cline,https://www.semanticscholar.org/author/2719857,20,5
607,10.1145/160688.160735,34814564,Daniel E. Rose,https://www.semanticscholar.org/author/34814564,34,1
608,10.1145/160688.160735,27449564,Richard Mander,https://www.semanticscholar.org/author/27449564,16,2
609,10.1145/160688.160735,11889216,Tim Oren,https://www.semanticscholar.org/author/11889216,14,3
610,10.1145/160688.160735,1802641,Dulce B. Ponceleón,https://www.semanticscholar.org/author/1802641,56,4
611,10.1145/160688.160735,1925732,Gitta Salomon,https://www.semanticscholar.org/author/1925732,27,5
612,10.1145/160688.160735,3030034,Yin Yin Wong,https://www.semanticscholar.org/author/3030034,16,6
613,10.1145/160688.160737,1933527,Gert Schmeltz Pedersen,https://www.semanticscholar.org/author/1933527,10,1
614,10.1145/160688.160738,35729970,Yiming Yang,https://www.semanticscholar.org/author/35729970,267,1
615,10.1145/160688.160738,1792682,Christopher G. Chute,https://www.semanticscholar.org/author/1792682,494,2
616,10.1145/160688.160741,49923063,Joon Ho Lee,https://www.semanticscholar.org/author/49923063,71,1
617,10.1145/160688.160741,1736353,Won Yong Kim,https://www.semanticscholar.org/author/1736353,251,2
618,10.1145/160688.160741,1714259,Myoung-Ho Kim,https://www.semanticscholar.org/author/1714259,165,3
619,10.1145/160688.160741,1751540,Yoon-Joon Lee,https://www.semanticscholar.org/author/1751540,89,4
620,10.1145/160688.160753,1712221,Carlo Meghini,https://www.semanticscholar.org/author/1712221,154,1
621,10.1145/160688.160753,145077269,Fabrizio Sebastiani,https://www.semanticscholar.org/author/145077269,229,2
622,10.1145/160688.160753,1731970,Umberto Straccia,https://www.semanticscholar.org/author/1731970,234,3
623,10.1145/160688.160753,1778922,Costantino Thanos,https://www.semanticscholar.org/author/1778922,73,4
624,10.1145/160688.160754,1703148,Norbert Fuhr,https://www.semanticscholar.org/author/1703148,339,1
625,10.1145/160688.160756,2133932,Peter Schäuble,https://www.semanticscholar.org/author/2133932,73,1
626,10.1145/160688.160758,35211746,David A. Hull,https://www.semanticscholar.org/author/35211746,50,1
627,10.1145/160688.160760,2095083,Nicholas J. Belkin,https://www.semanticscholar.org/author/2095083,284,1
628,10.1145/160688.160760,145292542,Colleen Cool,https://www.semanticscholar.org/author/145292542,56,2
629,10.1145/160688.160760,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,3
630,10.1145/160688.160760,144987107,James P. Callan,https://www.semanticscholar.org/author/144987107,238,4
631,10.1145/160688.160761,144987107,James P. Callan,https://www.semanticscholar.org/author/144987107,238,1
632,10.1145/160688.160761,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,2
633,10.1145/160688.160762,1705950,Edward A. Fox,https://www.semanticscholar.org/author/1705950,635,1
634,10.1145/160688.160763,1705950,Edward A. Fox,https://www.semanticscholar.org/author/1705950,635,1
635,10.1145/160688.160764,1791487,Gary Marchionini,https://www.semanticscholar.org/author/1791487,283,1
636,10.1145/160688.160765,32111253,Pier Giorgio Marchetti,https://www.semanticscholar.org/author/32111253,53,1
637,10.1145/160688.160765,3244125,S. Vazzana,https://www.semanticscholar.org/author/3244125,11,2
638,10.1145/160688.160765,2263586,R. Panero,https://www.semanticscholar.org/author/2263586,3,3
639,10.1145/160688.160765,2095083,Nicholas J. Belkin,https://www.semanticscholar.org/author/2095083,284,4
640,10.1145/160688.160766,144724769,Bekka Denning,https://www.semanticscholar.org/author/144724769,2,1
641,10.1145/160688.160766,49804734,Philip J. Smith,https://www.semanticscholar.org/author/49804734,170,2
642,10.1145/160688.160767,2724097,Gene Golovchinsky,https://www.semanticscholar.org/author/2724097,105,1
643,10.1145/160688.160767,1796394,Mark H. Chignell,https://www.semanticscholar.org/author/1796394,266,2
644,10.1145/160688.160768,143726540,A. Steven Pollitt,https://www.semanticscholar.org/author/143726540,18,1
645,10.1145/160688.160768,36877668,Geoffrey P. Ellis,https://www.semanticscholar.org/author/36877668,30,2
646,10.1145/160688.160768,47021697,Martin P. Smith,https://www.semanticscholar.org/author/47021697,45,3
647,10.1145/160688.160768,40102516,Mark R. Gregory,https://www.semanticscholar.org/author/40102516,4,4
648,10.1145/160688.160768,93268847,Chun Sheng Li,https://www.semanticscholar.org/author/93268847,32,5
649,10.1145/96749.98006,1768109,Howard R. Turtle,https://www.semanticscholar.org/author/1768109,43,1
650,10.1145/96749.98006,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,2
651,10.1145/96749.98007,2941979,Yves Chiaramella,https://www.semanticscholar.org/author/2941979,43,1
652,10.1145/96749.98007,143619007,Jian-Yun Nie,https://www.semanticscholar.org/author/143619007,265,2
653,10.1145/96749.98008,1703148,Norbert Fuhr,https://www.semanticscholar.org/author/1703148,339,1
654,10.1145/96749.98008,144009691,Chris Buckley,https://www.semanticscholar.org/author/144009691,154,2
655,10.1145/96749.98009,1688461,Heinz Ulrich Hoppe,https://www.semanticscholar.org/author/1688461,353,1
656,10.1145/96749.98009,2200760,Karin Ammersbach,https://www.semanticscholar.org/author/2200760,4,2
657,10.1145/96749.98009,1403910401,Barbara Lutes-Schaab,https://www.semanticscholar.org/author/1403910401,3,3
658,10.1145/96749.98009,3080969,Gaby Zinßmeister,https://www.semanticscholar.org/author/3080969,2,4
659,10.1145/96749.98010,35016801,James H. Coombs,https://www.semanticscholar.org/author/35016801,32,1
660,10.1145/96749.98011,3312826,Gilles Halin,https://www.semanticscholar.org/author/3312826,151,1
661,10.1145/96749.98011,3202028,Marion Créhange,https://www.semanticscholar.org/author/3202028,17,2
662,10.1145/96749.98011,48183924,Pierre Kerekes,https://www.semanticscholar.org/author/48183924,1,3
663,10.1145/96749.98013,1720844,Hsinchun Chen,https://www.semanticscholar.org/author/1720844,673,1
664,10.1145/96749.98013,144730302,Vasant Dhar,https://www.semanticscholar.org/author/144730302,124,2
665,10.1145/96749.98015,1723684,Peter G. Anick,https://www.semanticscholar.org/author/1723684,29,1
666,10.1145/96749.98015,2866461,Jeffrey D. Brennan,https://www.semanticscholar.org/author/2866461,1,2
667,10.1145/96749.98015,15698869,Rex A. Flynn,https://www.semanticscholar.org/author/15698869,6,3
668,10.1145/96749.98015,2751809,David R. Hanssen,https://www.semanticscholar.org/author/2751809,11,4
669,10.1145/96749.98015,2410813,Bryan Alvey,https://www.semanticscholar.org/author/2410813,1,5
670,10.1145/96749.98015,2012069,Jeffrey M. Robbins,https://www.semanticscholar.org/author/2012069,41,6
671,10.1145/96749.98901,2095083,Nicholas J. Belkin,https://www.semanticscholar.org/author/2095083,284,1
672,10.1145/96749.98901,32111253,Pier Giorgio Marchetti,https://www.semanticscholar.org/author/32111253,53,2
673,10.1145/96749.98219,1397643401,Ron Sacks-Davis,https://www.semanticscholar.org/author/1397643401,81,1
674,10.1145/96749.98219,40515555,Peter Wallis,https://www.semanticscholar.org/author/40515555,60,2
675,10.1145/96749.98223,3187322,Fausto Rabitti,https://www.semanticscholar.org/author/3187322,133,1
676,10.1145/96749.98223,1701332,Pavel Zezula,https://www.semanticscholar.org/author/1701332,243,2
677,10.1145/96749.98226,2481989,Forbes J. Burkowski,https://www.semanticscholar.org/author/2481989,70,1
678,10.1145/96749.98228,1806133,Haruo Kimoto,https://www.semanticscholar.org/author/1806133,24,1
679,10.1145/96749.98228,1794558,Toshiaki Iwadera,https://www.semanticscholar.org/author/1794558,4,2
680,10.1145/96749.98229,3656164,Augusto Celentano,https://www.semanticscholar.org/author/3656164,146,1
681,10.1145/96749.98229,1702365,Maria Grazia Fugini,https://www.semanticscholar.org/author/1702365,224,2
682,10.1145/96749.98229,3011478,Silvano Pozzi,https://www.semanticscholar.org/author/3011478,18,3
683,10.1145/96749.98231,1805343,Susan Gauch,https://www.semanticscholar.org/author/1805343,119,1
684,10.1145/96749.98233,1705950,Edward A. Fox,https://www.semanticscholar.org/author/1705950,635,1
685,10.1145/96749.98233,30718699,Qi Fan Chen,https://www.semanticscholar.org/author/30718699,48,2
686,10.1145/96749.98233,34805737,Amjad M. Daoud,https://www.semanticscholar.org/author/34805737,22,3
687,10.1145/96749.98233,1746428,Lenwood S. Heath,https://www.semanticscholar.org/author/1746428,159,4
688,10.1145/96749.98234,2870672,Hubert Hüther,https://www.semanticscholar.org/author/2870672,5,1
689,10.1145/96749.98236,2131200,Abraham Bookstein,https://www.semanticscholar.org/author/2131200,138,1
690,10.1145/96749.98236,1741705,Shmuel Tomi Klein,https://www.semanticscholar.org/author/1741705,161,2
691,10.1145/96749.98237,1780628,Mark E. Frisse,https://www.semanticscholar.org/author/1780628,118,1
692,10.1145/96749.98237,1717075,Maristella Agosti,https://www.semanticscholar.org/author/1717075,247,2
693,10.1145/96749.98237,2159603,Marie-France Bruandet,https://www.semanticscholar.org/author/2159603,23,3
694,10.1145/96749.98237,1744669,Udo Hahn,https://www.semanticscholar.org/author/1744669,306,4
695,10.1145/96749.98237,2617934,Stephen F. Weiss,https://www.semanticscholar.org/author/2617934,35,5
696,10.1145/96749.98240,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,1
697,10.1145/96749.98240,2526793,Raj Das,https://www.semanticscholar.org/author/2526793,37,2
698,10.1145/96749.98242,1690470,Carolyn J. Crouch,https://www.semanticscholar.org/author/1690470,55,1
699,10.1145/96749.98242,1944096,Donald B. Crouch,https://www.semanticscholar.org/author/1944096,45,2
700,10.1145/96749.98242,2379092,Krishna R. Nareddy,https://www.semanticscholar.org/author/2379092,1,3
701,10.1145/96749.98244,35153517,David D. Lewis,https://www.semanticscholar.org/author/35153517,101,1
702,10.1145/96749.98244,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,2
703,10.1145/96749.98245,3133664,Douglas R. Cutting,https://www.semanticscholar.org/author/3133664,17,1
704,10.1145/96749.98245,34165212,Jan O. Pedersen,https://www.semanticscholar.org/author/34165212,77,2
705,10.1145/96749.98247,2928927,Craig Stanfill,https://www.semanticscholar.org/author/2928927,49,1
706,10.1145/96749.98249,2011755,Janey K. Cringean,https://www.semanticscholar.org/author/2011755,11,1
707,10.1145/96749.98249,46773830,Roger England,https://www.semanticscholar.org/author/46773830,30,2
708,10.1145/96749.98249,39947719,Gordon A. Manson,https://www.semanticscholar.org/author/39947719,55,3
709,10.1145/96749.98249,144610645,Peter Willett,https://www.semanticscholar.org/author/144610645,410,4
710,10.1145/96749.98252,25238251,Robert M. Fung,https://www.semanticscholar.org/author/25238251,25,1
711,10.1145/96749.98252,2642798,Stuart L. Crawford,https://www.semanticscholar.org/author/2642798,15,2
712,10.1145/96749.98252,1812139,Lee A. Appelbaum,https://www.semanticscholar.org/author/1812139,15,3
713,10.1145/96749.98252,1724728,Richard M. Tong,https://www.semanticscholar.org/author/1724728,67,4
714,10.1145/96749.98254,1744059,Leo Egghe,https://www.semanticscholar.org/author/1744059,361,1
715,10.1145/96749.98255,1807373,Ronald Rousseau,https://www.semanticscholar.org/author/1807373,489,1
716,10.1145/75334.75336,49804734,Philip J. Smith,https://www.semanticscholar.org/author/49804734,170,1
717,10.1145/75334.75336,2605738,Steven J. Shute,https://www.semanticscholar.org/author/2605738,18,2
718,10.1145/75334.75336,2305403,Deb Galdes,https://www.semanticscholar.org/author/2305403,5,3
719,10.1145/75334.75336,1796394,Mark H. Chignell,https://www.semanticscholar.org/author/1796394,266,4
720,10.1145/75334.75337,1682655,Richard K. Belew,https://www.semanticscholar.org/author/1682655,105,1
721,10.1145/75334.75338,145219946,Kui-Lam Kwok,https://www.semanticscholar.org/author/145219946,78,1
722,10.1145/75334.75339,144349612,Robert Godin,https://www.semanticscholar.org/author/144349612,95,1
723,10.1145/75334.75339,3349607,Jan Gecsei,https://www.semanticscholar.org/author/3349607,58,2
724,10.1145/75334.75339,3017560,Claude Pichet,https://www.semanticscholar.org/author/3017560,5,3
725,10.1145/75334.75340,1806275,Annelise Mark Pejtersen,https://www.semanticscholar.org/author/1806275,87,1
726,10.1145/75334.75341,3036235,Gordon McAlpine,https://www.semanticscholar.org/author/3036235,5,1
727,10.1145/75334.75341,2628324,Peter Ingwersen,https://www.semanticscholar.org/author/2628324,134,2
728,10.1145/75334.75342,1714283,Vijay V. Raghavan,https://www.semanticscholar.org/author/1714283,317,1
729,10.1145/75334.75342,1399156916,Peter Bollmann-Sdorra,https://www.semanticscholar.org/author/1399156916,34,2
730,10.1145/75334.75342,145031506,Gwang S. Jung,https://www.semanticscholar.org/author/145031506,12,3
731,10.1145/75334.75343,1703148,Norbert Fuhr,https://www.semanticscholar.org/author/1703148,339,1
732,10.1145/75334.75344,1709413,C. J. van Rijsbergen,https://www.semanticscholar.org/author/1709413,213,1
733,10.1145/75334.75345,2928927,Craig Stanfill,https://www.semanticscholar.org/author/2928927,49,1
734,10.1145/75334.75345,31615402,Robert Thau,https://www.semanticscholar.org/author/31615402,8,2
735,10.1145/75334.75345,1788375,David L. Waltz,https://www.semanticscholar.org/author/1788375,123,3
736,10.1145/75334.75346,143619722,Pericles A. Mitkas,https://www.semanticscholar.org/author/143619722,265,1
737,10.1145/75334.75346,144407268,P. Bruce Berra,https://www.semanticscholar.org/author/144407268,124,2
738,10.1145/75334.75346,34895459,Peter S. Guilfoyle,https://www.semanticscholar.org/author/34895459,94,3
739,10.1145/75334.75347,2654768,M. F. Wyle,https://www.semanticscholar.org/author/2654768,7,1
740,10.1145/75334.75347,20839449,Hans-Peter Frei,https://www.semanticscholar.org/author/20839449,35,2
741,10.1145/75334.75348,1921916,Douglas P. Metzler,https://www.semanticscholar.org/author/1921916,22,1
742,10.1145/75334.75348,2417145,Stephanie W. Haas,https://www.semanticscholar.org/author/2417145,97,2
743,10.1145/75334.75349,1872595,Robert Krovetz,https://www.semanticscholar.org/author/1872595,38,1
744,10.1145/75334.75349,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,2
745,10.1145/75334.75479,1797808,Gerard Salton,https://www.semanticscholar.org/author/1797808,342,1
746,10.1145/75334.75479,48533475,Maria Smith,https://www.semanticscholar.org/author/48533475,80,2
747,10.1145/75334.75350,1721563,Stavros Christodoulakis,https://www.semanticscholar.org/author/1721563,173,1
748,10.1145/75334.75350,21712594,Daniel Alexander Ford,https://www.semanticscholar.org/author/21712594,39,2
749,10.1145/75334.75351,1741705,Shmuel Tomi Klein,https://www.semanticscholar.org/author/1741705,161,1
750,10.1145/75334.75351,2131200,Abraham Bookstein,https://www.semanticscholar.org/author/2131200,138,2
751,10.1145/75334.75351,2365155,Scott C. Deerwester,https://www.semanticscholar.org/author/2365155,27,3
752,10.1145/75334.75352,1398035522,Ricardo A. Baeza-Yates,https://www.semanticscholar.org/author/1398035522,204,1
753,10.1145/75334.75352,3134435,Gaston H. Gonnet,https://www.semanticscholar.org/author/3134435,188,2
754,10.1145/75334.75353,144902365,Jae-Woo Chang,https://www.semanticscholar.org/author/144902365,268,1
755,10.1145/75334.75353,49923063,Joon Ho Lee,https://www.semanticscholar.org/author/49923063,71,2
756,10.1145/75334.75353,1751540,Yoon-Joon Lee,https://www.semanticscholar.org/author/1751540,89,3
757,10.1145/75334.75354,1736012,Catherine Berrut,https://www.semanticscholar.org/author/1736012,70,1
758,10.1145/75334.75354,2941979,Yves Chiaramella,https://www.semanticscholar.org/author/2941979,43,2
759,10.1145/75334.75355,1781257,Yoelle Maarek,https://www.semanticscholar.org/author/1781257,87,1
760,10.1145/75334.75355,1801071,Frank Smadja,https://www.semanticscholar.org/author/1801071,22,2
761,10.1145/75334.75356,2352328,Barbara H. Kwasnik,https://www.semanticscholar.org/author/2352328,61,1
762,10.1145/75334.75358,1775216,Toomas Timpka,https://www.semanticscholar.org/author/1775216,386,1
763,10.1145/75334.75358,2836192,Lin Padgham,https://www.semanticscholar.org/author/2836192,219,2
764,10.1145/75334.75358,3012543,Per Hedblom,https://www.semanticscholar.org/author/3012543,5,3
765,10.1145/75334.75358,145122981,Stefan Wallin,https://www.semanticscholar.org/author/145122981,29,4
766,10.1145/75334.75358,2518113,Gösta Tibblin,https://www.semanticscholar.org/author/2518113,227,5
767,10.1145/75334.75359,34829410,Alan P. Parkes,https://www.semanticscholar.org/author/34829410,58,1
768,10.1145/75334.75360,31937023,Robert A. Amsler,https://www.semanticscholar.org/author/31937023,23,1
769,10.1145/75334.75361,3163834,William B. Frakes,https://www.semanticscholar.org/author/3163834,107,1
770,10.1145/215206.215326,35076297,Anil S. Chakravarthy,https://www.semanticscholar.org/author/35076297,7,1
771,10.1145/215206.215326,31934781,Kenneth B. Haase,https://www.semanticscholar.org/author/31934781,16,2
772,10.1145/215206.215327,1679482,Charles L. Viles,https://www.semanticscholar.org/author/1679482,25,1
773,10.1145/215206.215327,1713791,James C. French,https://www.semanticscholar.org/author/1713791,172,2
774,10.1145/215206.215328,144987107,James P. Callan,https://www.semanticscholar.org/author/144987107,238,1
775,10.1145/215206.215328,48462315,Zhihong Lu,https://www.semanticscholar.org/author/48462315,42,2
776,10.1145/215206.215328,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,3
777,10.1145/215206.215329,1793454,Eric W. Brown,https://www.semanticscholar.org/author/1793454,68,1
778,10.1145/215206.215330,1741705,Shmuel Tomi Klein,https://www.semanticscholar.org/author/1741705,161,1
779,10.1145/215206.215331,2577837,Gabriele Sonnenberger,https://www.semanticscholar.org/author/2577837,11,1
780,10.1145/215206.215331,20839449,Hans-Peter Frei,https://www.semanticscholar.org/author/20839449,35,2
781,10.1145/215206.215332,1694845,Pavlos S. Efraimidis,https://www.semanticscholar.org/author/1694845,68,1
782,10.1145/215206.215332,2816913,Christos Glymidakis,https://www.semanticscholar.org/author/2816913,1,2
783,10.1145/215206.215332,1904648,Basilis Mamalis,https://www.semanticscholar.org/author/1904648,43,3
784,10.1145/215206.215332,1687363,Paul G. Spirakis,https://www.semanticscholar.org/author/1687363,620,4
785,10.1145/215206.215332,2038583,Basil Tampakas,https://www.semanticscholar.org/author/2038583,20,5
786,10.1145/215206.215333,32326549,Julian Kupiec,https://www.semanticscholar.org/author/32326549,21,1
787,10.1145/215206.215333,34165212,Jan O. Pedersen,https://www.semanticscholar.org/author/34165212,77,2
788,10.1145/215206.215333,27375808,Francine Chen,https://www.semanticscholar.org/author/27375808,69,3
789,10.1145/215206.215334,145590324,Kathleen McKeown,https://www.semanticscholar.org/author/145590324,220,1
790,10.1145/215206.215334,9215251,Dragomir R. Radev,https://www.semanticscholar.org/author/9215251,282,2
791,10.1145/215206.215335,2495177,Samuel DeFazio,https://www.semanticscholar.org/author/2495177,21,1
792,10.1145/215206.215335,34805737,Amjad M. Daoud,https://www.semanticscholar.org/author/34805737,22,2
793,10.1145/215206.215335,152447416,Lisa Ann Smith,https://www.semanticscholar.org/author/152447416,22,3
794,10.1145/215206.215335,145818714,Jagannathan Srinivasan,https://www.semanticscholar.org/author/145818714,68,4
795,10.1145/215206.215335,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,5
796,10.1145/215206.215335,144987107,James P. Callan,https://www.semanticscholar.org/author/144987107,238,6
797,10.1145/215206.215336,49878499,Gonzalo Navarro,https://www.semanticscholar.org/author/49878499,112,1
798,10.1145/215206.215336,1398035522,Ricardo A. Baeza-Yates,https://www.semanticscholar.org/author/1398035522,204,2
799,10.1145/215206.215343,2768186,Kalervo Järvelin,https://www.semanticscholar.org/author/2768186,245,1
800,10.1145/215206.215343,144093317,Timo Niemi,https://www.semanticscholar.org/author/144093317,90,2
801,10.1145/215206.215345,1745331,Lee-Feng Chien,https://www.semanticscholar.org/author/1745331,131,1
802,10.1145/215206.215347,49828865,Yasushi Ogawa,https://www.semanticscholar.org/author/49828865,37,1
803,10.1145/215206.215347,2302524,Masajiro Iwasaki,https://www.semanticscholar.org/author/2302524,15,2
804,10.1145/215206.215349,1691993,Ellen Riloff,https://www.semanticscholar.org/author/1691993,129,1
805,10.1145/215206.215351,2760429,Tefko Saracevic,https://www.semanticscholar.org/author/2760429,152,1
806,10.1145/215206.215352,2081115,Mirja Iivonen,https://www.semanticscholar.org/author/2081115,57,1
807,10.1145/215206.215353,2087291,Valerie Florance,https://www.semanticscholar.org/author/2087291,36,1
808,10.1145/215206.215353,1791487,Gary Marchionini,https://www.semanticscholar.org/author/1791487,283,2
809,10.1145/215206.215355,1688124,William R. Hersh,https://www.semanticscholar.org/author/1688124,381,1
810,10.1145/215206.215355,40293397,Diane L. Elliot,https://www.semanticscholar.org/author/40293397,11,2
811,10.1145/215206.215355,1760869,David H. Hickam,https://www.semanticscholar.org/author/1760869,133,3
812,10.1145/215206.215355,153201435,Stephanie L. Wolf,https://www.semanticscholar.org/author/153201435,2,4
813,10.1145/215206.215355,145758658,Anna Molnar,https://www.semanticscholar.org/author/145758658,34,5
814,10.1145/215206.215355,3012138,Christine Leichtenstien,https://www.semanticscholar.org/author/3012138,1,6
815,10.1145/215206.215357,1746656,Ellen M. Voorhees,https://www.semanticscholar.org/author/1746656,200,1
816,10.1145/215206.215357,30990157,Narendra Kumar Gupta,https://www.semanticscholar.org/author/30990157,49,2
817,10.1145/215206.215357,1404546639,Ben Johnson-Laird,https://www.semanticscholar.org/author/1404546639,3,3
818,10.1145/215206.215358,49923063,Joon Ho Lee,https://www.semanticscholar.org/author/49923063,71,1
819,10.1145/215206.215359,47961157,Ulrich Pfeifer,https://www.semanticscholar.org/author/47961157,NaN,1
820,10.1145/215206.215359,1703148,Norbert Fuhr,https://www.semanticscholar.org/author/1703148,339,2
821,10.1145/215206.215360,145944056,David Dubin,https://www.semanticscholar.org/author/145944056,65,1
822,10.1145/215206.215361,1745374,Sylvia Willie,https://www.semanticscholar.org/author/1745374,9,1
823,10.1145/215206.215361,1755431,Peter Bruza,https://www.semanticscholar.org/author/1755431,189,2
824,10.1145/215206.215362,2282976,Susanne Ornager,https://www.semanticscholar.org/author/2282976,8,1
825,10.1145/215206.215363,1701390,Gerda Ruge,https://www.semanticscholar.org/author/1701390,16,1
826,10.1145/215206.215365,144418438,Hinrich Schütze,https://www.semanticscholar.org/author/144418438,303,1
827,10.1145/215206.215365,35211746,David A. Hull,https://www.semanticscholar.org/author/35211746,50,2
828,10.1145/215206.215365,34165212,Jan O. Pedersen,https://www.semanticscholar.org/author/34165212,77,3
829,10.1145/215206.215364,2517918,Jody J. Daniels,https://www.semanticscholar.org/author/2517918,28,1
830,10.1145/215206.215364,1765760,Edwina L. Rissland,https://www.semanticscholar.org/author/1765760,89,2
831,10.1145/215206.215366,35153517,David D. Lewis,https://www.semanticscholar.org/author/35153517,101,1
832,10.1145/215206.215367,35729970,Yiming Yang,https://www.semanticscholar.org/author/35729970,267,1
833,10.1145/215206.215369,145204549,Steven Finch,https://www.semanticscholar.org/author/145204549,134,1
834,10.1145/215206.215371,2144702,Makoto Iwayama,https://www.semanticscholar.org/author/2144702,75,1
835,10.1145/215206.215371,37090109,Takenobu Tokunaga,https://www.semanticscholar.org/author/37090109,222,2
836,10.1145/215206.215372,1703148,Norbert Fuhr,https://www.semanticscholar.org/author/1703148,339,1
837,10.1145/215206.215373,145876066,Fabio Crestani,https://www.semanticscholar.org/author/145876066,382,1
838,10.1145/215206.215373,1709413,C. J. van Rijsbergen,https://www.semanticscholar.org/author/1709413,213,2
839,10.1145/215206.215375,1712221,Carlo Meghini,https://www.semanticscholar.org/author/1712221,154,1
840,10.1145/215206.215376,2244184,Kenneth Ward Church,https://www.semanticscholar.org/author/2244184,204,1
841,10.1145/215206.215377,2131200,Abraham Bookstein,https://www.semanticscholar.org/author/2131200,138,1
842,10.1145/215206.215377,1741705,Shmuel Tomi Klein,https://www.semanticscholar.org/author/1741705,161,2
843,10.1145/215206.215377,2055745,Timo Raita,https://www.semanticscholar.org/author/2055745,44,3
844,10.1145/215206.215379,2004709,Elke Mittendorf,https://www.semanticscholar.org/author/2004709,14,1
845,10.1145/215206.215379,2133932,Peter Schäuble,https://www.semanticscholar.org/author/2133932,73,2
846,10.1145/215206.215379,144421407,Paraic Sheridan,https://www.semanticscholar.org/author/144421407,21,3
847,10.1145/215206.215380,144890574,James Allan,https://www.semanticscholar.org/author/144890574,465,1
848,10.1145/215206.215381,1714283,Vijay V. Raghavan,https://www.semanticscholar.org/author/1714283,317,1
849,10.1145/215206.215381,3127501,Hayri Sever,https://www.semanticscholar.org/author/3127501,83,2
850,10.1145/215206.215383,144009691,Chris Buckley,https://www.semanticscholar.org/author/144009691,154,1
851,10.1145/215206.215383,1797808,Gerard Salton,https://www.semanticscholar.org/author/1797808,342,2
852,10.1145/243199.243200,143828189,Andy Hopper,https://www.semanticscholar.org/author/143828189,134,1
853,10.1145/243199.243202,2362587,Jinxi Xu,https://www.semanticscholar.org/author/2362587,74,1
854,10.1145/243199.243202,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,2
855,10.1145/243199.243203,40095667,Timothy A. H. Bell,https://www.semanticscholar.org/author/40095667,71,1
856,10.1145/243199.243203,144448479,Alistair Moffat,https://www.semanticscholar.org/author/144448479,351,2
857,10.1145/243199.243206,145163573,Amit Singhal,https://www.semanticscholar.org/author/145163573,82,1
858,10.1145/243199.243206,144009691,Chris Buckley,https://www.semanticscholar.org/author/144009691,154,2
859,10.1145/243199.243206,51933055,Manclar Mitra,https://www.semanticscholar.org/author/51933055,2,3
860,10.1145/243199.243208,143723939,Gareth J. F. Jones,https://www.semanticscholar.org/author/143723939,383,1
861,10.1145/243199.243208,144774480,Jonathan Foote,https://www.semanticscholar.org/author/144774480,118,2
